v,mean_pnl,std_pnl,p10,p25,p50,p75,p90,mean_multiplier,std_multiplier,mean_rank,p10_rank,p90_rank,mean_regret,max_regret,p90_regret,prob_best_response,label,group
33,100289.32268004345,22778.597833434047,72572.53997617534,86887.58114127608,101202.62230637687,115517.66347147766,129832.70463657839,0.34281469387755104,0.05195870141655417,35.1276,31.0,39.0,112871.7787014083,190217.9366132438,141797.29721527224,0.0,AI internal 35-cluster = 75%,ai_internal_weight
34,119077.10301383169,23653.852426284113,91196.54443583911,105228.49916238216,119260.45388892514,133292.4086154682,147324.36334201123,0.39345088435374154,0.05504369893736016,32.026133333333334,28.0,36.0,94083.99836762005,179699.9955486472,122482.35041315042,0.0,AI internal 35-cluster = 75%,ai_internal_weight
35,146009.87788713808,23713.20998338401,115875.24481114664,129626.56044315881,143377.876075171,164004.8495231892,177756.1651552014,0.46543346938775515,0.0563079866783132,27.6172,23.0,32.0,67151.22349431363,160914.71615848778,93695.59692499673,0.0,AI internal 35-cluster = 75%,ai_internal_weight
36,168163.44381767584,23489.22698057144,139431.38880833075,152902.06534581204,166372.74188329332,186578.75668951526,200049.43322699654,0.5288304761904762,0.056938132585874345,23.734133333333332,19.0,28.0,44997.65756377589,129236.40349430803,70279.77247507806,0.0029333333333333334,AI internal 35-cluster = 75%,ai_internal_weight
37,178210.07082669556,22892.157799802753,148674.93898444096,161864.97642739138,175055.01387034185,194840.07003476747,208030.10747771797,0.564953469387755,0.05667148659969499,21.5216,17.0,26.0,34951.030554756144,106651.28574410736,58264.40894403079,0.007333333333333333,AI internal 35-cluster = 75%,ai_internal_weight
38,184321.50161511175,22141.128837610107,157357.21097148943,170266.60931990904,183176.0076683286,202540.105190958,215449.5035393776,0.5926933333333334,0.05600382109227492,19.822533333333332,15.0,24.0,28839.599766340012,87796.41684464057,50825.01506938174,0.0112,AI internal 35-cluster = 75%,ai_internal_weight
39,188110.31912389034,21238.89217522724,159236.798913915,171869.96413135892,190819.71195752482,203452.87717496871,216086.04239241267,0.6154459863945577,0.054896364814450795,18.428933333333333,14.0,23.0,25050.782257561386,82064.08003342312,44576.53542079052,0.015466666666666667,AI internal 35-cluster = 75%,ai_internal_weight
40,196046.40943221576,20098.665187864186,173225.96963703563,185584.50082801338,197943.03201899113,210301.56320996888,222660.09440094663,0.6500908843537415,0.05310363624675441,16.306933333333333,12.0,20.0,17114.69194923598,78211.11557225767,32776.642542219626,0.0512,AI internal 35-cluster = 75%,ai_internal_weight
41,205416.1259765648,18517.159829239525,180349.289698502,192433.18686301357,204517.08402752515,216600.9811920367,228684.87835654832,0.6901844897959184,0.050036999270695166,13.8512,10.0,18.0,7744.975404886912,52000.730671392346,18640.784546391485,0.2564,AI internal 35-cluster = 75%,ai_internal_weight
42,206215.74125355616,17693.281672883597,181018.7101380133,192827.9732760587,204637.2364141041,216446.49955214944,228255.76269019488,0.7084462585034014,0.048922596014101115,12.732666666666667,9.0,17.0,6945.360127895573,55579.112985869986,16454.10092881063,0.1736,AI internal 35-cluster = 75%,ai_internal_weight
43,206145.27931683252,16770.463192344967,187180.81110684804,192948.12566263767,204482.75477421688,216017.38388579612,227552.01299737534,0.7251145578231293,0.04747503851970136,11.711733333333333,8.0,15.0,7015.822064619219,54223.10748019323,14831.611298617849,0.1308,AI internal 35-cluster = 75%,ai_internal_weight
44,205151.26059159718,15746.488160327166,187292.9368430189,192926.00359300154,204192.1370929668,215458.27059293212,226724.40409289743,0.7395145578231294,0.0456386427492139,10.829733333333333,7.0,14.0,8009.840789854528,53036.999297566595,15742.537271952562,0.09013333333333333,AI internal 35-cluster = 75%,ai_internal_weight
45,203091.19443287374,14825.0878490103,181643.1050134232,192640.99723957977,203638.88946573637,214636.78169189295,220135.72780497128,0.7514351020408163,0.04401611611003622,10.0996,7.0,14.0,10069.906948577955,41117.027692692645,19004.04030855614,0.043333333333333335,AI internal 35-cluster = 75%,ai_internal_weight
46,204677.20672977084,13569.037855973555,186722.92413617537,197452.5750885233,202817.40056469722,213547.05151704513,218911.87699321908,0.7750476190476191,0.041294038905484644,8.653333333333334,6.0,12.0,8483.894651680863,44782.819241872,19148.406103513407,0.16826666666666668,AI internal 35-cluster = 75%,ai_internal_weight
47,200632.0120828504,12890.042801757345,186035.5558720406,191266.26071131023,201727.6703898494,212189.0800683886,217419.78490765824,0.7822944217687074,0.040233522032458044,8.209466666666666,5.0,11.0,12529.089298601311,45995.32902057713,23348.990613401635,0.025066666666666668,AI internal 35-cluster = 75%,ai_internal_weight
48,195968.92761557782,12328.2746208063,180022.08877826118,190216.97359945838,195314.41601005694,205509.30083125414,210606.7432418527,0.787810612244898,0.03948606708616451,7.8716,5.0,11.0,17192.173765873908,52408.58340036959,28674.807711303532,0.005733333333333333,AI internal 35-cluster = 75%,ai_internal_weight
49,190868.6184382218,11890.450964982241,174124.0865018955,184057.5640199851,193991.04153807467,198957.78029711943,203924.5190561642,0.7917768707482993,0.03908597192064019,7.628666666666667,5.0,11.0,22292.482943229898,58698.696631396684,34693.83681847365,0.0008,AI internal 35-cluster = 75%,ai_internal_weight
50,189661.97104065382,10772.512803993546,177898.1544405118,182734.18954800276,192406.25976298473,197242.2948704757,202078.32997796664,0.8091025850340136,0.036368172719169874,6.567466666666666,4.0,9.0,23499.13034079788,64988.809862423775,37479.74865010593,0.009866666666666666,AI internal 35-cluster = 75%,ai_internal_weight
51,186255.0060913684,9930.17851421215,171738.74486103855,181149.40777291288,185854.73922885003,195265.40214072433,199970.7335966615,0.8197561904761904,0.03445567331771548,5.914933333333333,3.0,9.0,26906.095290083314,66573.59163751366,41253.217228221765,0.0072,AI internal 35-cluster = 75%,ai_internal_weight
52,180527.38909516827,9431.269783007205,170153.9630859486,174728.59089033198,179303.2186947153,188452.47430348198,193027.10210786536,0.8227363265306121,0.033659550330426,5.7324,3.0,8.0,32633.71228628344,68974.82618647284,47252.22675249548,0.0006666666666666666,AI internal 35-cluster = 75%,ai_internal_weight
53,174809.15228987564,9037.52637809537,163971.76932197926,168417.93595724116,177310.26922776498,181756.43586302688,186202.60249828882,0.8255096598639456,0.03318621706634554,5.5625333333333336,3.0,8.0,38351.949091576076,74858.89681792347,52970.39107577724,0.0,AI internal 35-cluster = 75%,ai_internal_weight
54,169086.8850169606,8646.958011480832,157858.29019849413,162177.42350131998,170815.69010697168,175134.82340979754,179453.9567126234,0.8281589115646258,0.03268591515452243,5.400266666666667,3.0,8.0,44074.216364491134,81226.4426062807,59592.003529006586,0.0,AI internal 35-cluster = 75%,ai_internal_weight
55,163347.42589972253,8234.660457499242,151744.811075009,160129.01101578862,164321.1109861784,168513.2109565682,172705.31092695802,0.8309017687074829,0.03207066553527417,5.232266666666667,3.0,8.0,49813.67548172919,87593.98839463791,65154.42629751589,0.0,AI internal 35-cluster = 75%,ai_internal_weight
18,11865.126081782098,6486.459808164397,7260.5951740702,7260.5951740702,7260.5951740702,16609.263773918385,16609.263773918385,0.10804136054421766,0.011327964350432937,49.507466666666666,49.0,50.0,201424.70074793606,257675.97467601282,221424.2831824781,0.0,AI internal 35-cluster = 80%,ai_internal_weight
19,11520.075648718139,6847.160022583133,6342.9623117316005,6342.9623117316005,6342.9623117316005,15541.813301402057,24740.66429107258,0.10918857142857141,0.012152644698905774,49.4372,48.0,50.0,201769.751181,258593.60753835144,222341.91604481672,0.0,AI internal 35-cluster = 80%,ai_internal_weight
20,17735.620567586986,10380.507595971982,5434.204855090764,5434.204855090764,14484.687280411694,23535.169705732682,32585.652131053546,0.12219102040816324,0.01872581671029181,48.6408,47.0,50.0,195554.2062621312,259502.36499499227,217233.6058153272,0.0,AI internal 35-cluster = 80%,ai_internal_weight
21,23450.154518360385,12796.431550039188,4525.447398449949,13427.561259421353,22329.675120392814,31231.788981364167,40133.902842335636,0.1347080272108843,0.023468732785497444,47.87413333333333,46.0,50.0,189839.67231135775,260411.1224516331,213296.84283347608,0.0,AI internal 35-cluster = 80%,ai_internal_weight
22,24841.60437101833,13373.261709905813,12370.43523843099,12370.43523843099,21124.180535052932,29877.92583167476,38631.6711282967,0.1395863945578231,0.024942348594103787,47.57533333333333,46.0,49.0,188448.22245869983,261319.87990827393,212984.2912502276,0.0,AI internal 35-cluster = 80%,ai_internal_weight
23,27784.000283009966,14347.868607363669,11313.309217440634,19918.68594971305,28524.06268198535,37129.439414257766,45734.81614653014,0.1475755102040816,0.027221459713679865,47.086,45.0,49.0,185505.82654670818,262228.63736491476,210839.11903187685,0.0,AI internal 35-cluster = 80%,ai_internal_weight
24,32028.837143783872,15428.798445220635,10263.495237957715,18721.52965732025,27179.56407668267,44095.63291540768,52553.667334770216,0.1583401360544217,0.029782185509838303,46.42666666666667,44.0,49.0,181260.9896859343,263131.1090314878,206376.76522227592,0.0,AI internal 35-cluster = 80%,ai_internal_weight
25,43099.48062025831,17733.512737245037,17536.675697711296,34161.08817714789,42473.29441686619,50785.50065658454,67409.91313602113,0.1828625850340136,0.034831515270135734,44.92466666666667,42.0,48.0,170190.34620945982,247399.89415237174,196811.2124635171,0.0,AI internal 35-cluster = 80%,ai_internal_weight
26,53561.10673102404,19569.600681904234,32684.577858250545,40850.95591832466,49017.333978398834,65350.090098547065,81682.84621869528,0.2070432653061224,0.03912428279124001,43.4436,40.0,46.0,159728.7200986941,236500.85094746918,187988.40407811082,0.0,AI internal 35-cluster = 80%,ai_internal_weight
27,56643.90472682339,20004.659218532,31208.067539353215,39228.61741978316,55269.717180643085,71310.81694150296,79331.36682193288,0.21708299319727892,0.040721233081014364,42.82866666666666,40.0,46.0,156645.92210289475,237685.70490707812,185272.76126610453,0.0,AI internal 35-cluster = 80%,ai_internal_weight
28,58648.58526863466,20090.42523302707,29731.557220455885,45481.00062202745,61230.44402359896,69105.16572438471,84854.60912595628,0.22525931972789112,0.04165314725310281,42.327866666666665,39.0,46.0,154641.24156108347,228764.43570086375,183358.35937440803,0.0,AI internal 35-cluster = 80%,ai_internal_weight
29,60018.70695569923,20188.77111631702,35997.60979934284,43727.732028497296,59187.9764868061,74648.22094511491,90108.46540342376,0.23236680272108842,0.042640023001319506,41.89253333333333,38.0,45.0,153271.1198740189,230083.90587949983,182274.38041293834,0.0,AI internal 35-cluster = 80%,ai_internal_weight
30,61784.92536473168,20208.939552082524,34405.06146972538,49579.00510473222,57165.97692223561,72339.92055724241,87513.86419224925,0.24055183673469388,0.04348795252895162,41.3912,38.0,45.0,151504.9014649864,224392.48650812678,180359.09783394338,0.0,AI internal 35-cluster = 80%,ai_internal_weight
31,72876.15245592633,21345.44066097551,47700.15595181275,55143.977357665135,70031.62016936991,84919.26298107475,99806.90579277952,0.2695042176870748,0.04681694675120525,39.617866666666664,36.0,43.0,140413.6743737918,210811.0912027374,169358.64120498303,0.0,AI internal 35-cluster = 80%,ai_internal_weight
32,79467.6658541694,21742.510644341044,53121.97779309466,67723.31978149741,82324.66176990024,96926.00375830298,111527.3457467058,0.2895292517006802,0.04862289588228805,38.391333333333336,34.0,42.0,133822.16097554873,209548.8107105694,163230.7576583788,0.0,AI internal 35-cluster = 80%,ai_internal_weight
33,96228.62266954318,22864.0692318856,65415.01939362491,79730.0605587257,94045.10172382646,108360.14288892725,122675.18405402798,0.3335521088435374,0.05215366437714876,35.69493333333333,32.0,40.0,117061.20416017495,202027.19975128924,146379.73760302953,0.0,AI internal 35-cluster = 80%,ai_internal_weight
34,115886.23650901578,23459.855175412707,84180.56707256762,98212.52179911066,112244.4765256537,133292.4086154682,147324.36334201123,0.38602557823129247,0.054592257621197404,32.48093333333333,28.0,37.0,97403.59032070235,180490.96936009225,125652.81085540111,0.0,AI internal 35-cluster = 80%,ai_internal_weight
35,143881.1742273026,23813.850285248078,115875.24481114664,129626.56044315881,143377.876075171,157129.19170718314,177756.1651552014,0.46037877551020406,0.05654696119001509,27.9268,23.0,32.0,69408.65260241552,147163.40052647557,96591.51103929279,0.0,AI internal 35-cluster = 80%,ai_internal_weight
36,166806.4976678002,23373.065899776142,139431.38880833075,152902.06534581204,166372.74188329332,179843.41842077463,193314.0949582559,0.5255412244897959,0.056656556907580986,23.9356,20.0,28.0,46483.32916191791,122236.79120543602,71491.86281767386,0.002266666666666667,AI internal 35-cluster = 80%,ai_internal_weight
37,177406.35787850514,22482.292733150443,148674.93898444096,161864.97642739138,175055.01387034185,194840.07003476747,208030.10747771797,0.5629638095238095,0.055656830714670924,21.643466666666665,17.0,26.0,35883.468951213,99365.87987017957,59118.74292924281,0.0054666666666666665,AI internal 35-cluster = 80%,ai_internal_weight
38,184031.47046555055,21757.891511859187,157357.21097148943,170266.60931990904,183176.0076683286,196085.4060167482,208994.80436516777,0.5919597278911565,0.05503445973835973,19.867466666666665,16.0,24.0,29258.356364167586,92738.2881947427,50825.01506938174,0.010266666666666667,AI internal 35-cluster = 80%,ai_internal_weight
39,187935.13923287514,21207.031802512884,159236.798913915,171869.96413135892,190819.71195752482,203452.87717496871,216086.04239241267,0.6149931972789114,0.05481401500876311,18.456666666666667,14.0,23.0,25354.68759684302,96622.81659908782,44532.35878333027,0.013866666666666666,AI internal 35-cluster = 80%,ai_internal_weight
40,196114.79330480582,20071.420445114625,173225.96963703563,185584.50082801338,197943.03201899113,210301.56320996888,222660.09440094663,0.6502715646258503,0.05303165162015928,16.295866666666665,12.0,20.0,17175.03352491231,69924.78497785458,33135.87426630438,0.05773333333333333,AI internal 35-cluster = 80%,ai_internal_weight
41,205717.41781253327,18732.50746326873,180349.289698502,192433.18686301357,204517.08402752515,216600.9811920367,228684.87835654832,0.6909986394557823,0.05061891083306394,13.801333333333334,10.0,18.0,7572.409017184834,50776.879859640205,18457.531602184958,0.2650666666666667,AI internal 35-cluster = 80%,ai_internal_weight
42,206434.6062637146,17905.48796566494,181018.7101380133,192827.9732760587,204637.2364141041,216446.49955214944,228255.76269019488,0.7090514285714286,0.04950935447560814,12.6956,9.0,17.0,6855.22056600354,49558.19136719659,16309.862302755966,0.17613333333333334,AI internal 35-cluster = 80%,ai_internal_weight
43,206318.2987535062,16798.541297398013,187180.81110684804,192948.12566263767,204482.75477421688,216017.38388579612,227552.01299737534,0.7256043537414967,0.04755452404754069,11.681733333333334,8.0,15.0,6971.52807621194,39510.825840239006,14546.859283001366,0.12546666666666667,AI internal 35-cluster = 80%,ai_internal_weight
44,205221.86169486365,15820.847622310323,187292.9368430189,192926.00359300154,204192.1370929668,215458.27059293212,226724.40409289743,0.7397191836734696,0.0458541615929027,10.8172,7.0,14.0,8067.9651348544885,38736.96793511236,15997.501687686832,0.08506666666666667,AI internal 35-cluster = 80%,ai_internal_weight
45,203100.72593946982,14965.779081871386,181643.1050134232,192640.99723957977,203638.88946573637,214636.78169189295,220135.72780497128,0.7514634013605442,0.04443383246385135,10.097866666666667,7.0,14.0,10189.100890248363,45057.402949229814,19004.04030855614,0.042666666666666665,AI internal 35-cluster = 80%,ai_internal_weight
46,204770.91234808802,13618.705980957624,186722.92413617537,197452.5750885233,202817.40056469722,213547.05151704513,224276.70246939303,0.7753327891156463,0.04144519166275636,8.635866666666667,5.0,12.0,8518.914481630101,46013.01248717331,19386.181316501305,0.16733333333333333,AI internal 35-cluster = 80%,ai_internal_weight
47,200705.24195060018,12964.756240583556,186035.5558720406,191266.26071131023,201727.6703898494,212189.0800683886,217419.78490765824,0.782522993197279,0.040466724112029506,8.195466666666666,5.0,11.0,12584.58487911795,52467.568138195085,23832.385381333064,0.027466666666666667,AI internal 35-cluster = 80%,ai_internal_weight
48,196005.6292009341,12403.603562693272,180022.08877826118,190216.97359945838,195314.41601005694,205509.30083125414,210606.7432418527,0.7879281632653061,0.03972733715390447,7.8644,5.0,11.0,17284.19762878401,58880.822517987544,29154.559035745355,0.0061333333333333335,AI internal 35-cluster = 80%,ai_internal_weight
49,190900.40556627972,11924.156986499442,174124.0865018955,184057.5640199851,189024.30277902985,198957.78029711943,203924.5190561642,0.7918813605442178,0.039196769451739534,7.6222666666666665,5.0,11.0,22389.42126343842,65170.935749014636,34693.83681847365,0.0005333333333333334,AI internal 35-cluster = 80%,ai_internal_weight
50,189862.50529644446,10748.03480630801,177898.1544405118,182734.18954800276,192406.25976298473,197242.2948704757,202078.32997796664,0.8097795918367348,0.03628553461385084,6.526,4.0,9.0,23427.32153327367,71461.04898004173,37484.53206832844,0.0092,AI internal 35-cluster = 80%,ai_internal_weight
51,186350.99485306954,9894.119927919353,171738.74486103855,181149.40777291288,185854.73922885003,195265.40214072433,199970.7335966615,0.8200892517006803,0.03433055745319954,5.894533333333333,3.0,9.0,26938.83197664861,77751.16221106879,41510.686628033756,0.0052,AI internal 35-cluster = 80%,ai_internal_weight
52,180600.58314003842,9455.477589808968,170153.9630859486,174728.59089033198,179303.2186947153,188452.47430348198,193027.10210786536,0.8229975510204083,0.033745946320592815,5.7164,3.0,8.0,32689.24368967972,79466.6476377125,47741.67341319451,0.00013333333333333334,AI internal 35-cluster = 80%,ai_internal_weight
53,174917.63875577602,9060.307831955017,163971.76932197926,168417.93595724116,177310.26922776498,181756.43586302688,186202.60249828882,0.8259080272108844,0.03326987162415746,5.538133333333334,3.0,8.0,38372.188073942096,85777.30257080332,53366.762484344596,0.0,AI internal 35-cluster = 80%,ai_internal_weight
54,169209.54840276085,8663.261817158704,157858.29019849413,162177.42350131998,170815.69010697168,175134.82340979754,179453.9567126234,0.8286225850340135,0.03274754432033719,5.371866666666667,3.0,8.0,44080.27842695729,92017.81502672451,59607.27494026578,0.0,AI internal 35-cluster = 80%,ai_internal_weight
55,163455.86155228995,8290.682638021788,151744.811075009,160129.01101578862,164321.1109861784,168513.2109565682,172705.31092695802,0.831324081632653,0.032288849226437676,5.2064,3.0,8.0,49833.96527742818,98258.32748264566,65847.78739618693,0.0,AI internal 35-cluster = 80%,ai_internal_weight
18,12244.058782362612,6816.027419413841,7260.5951740702,7260.5951740702,7260.5951740702,16609.263773918385,16609.263773918385,0.10870312925170064,0.0119035217826384,49.46693333333333,49.0,50.0,196337.1862354772,251634.02609375707,217016.1072953228,0.0,AI total weight = 25%,ai_weight_total
19,11896.615282561981,7081.160110268184,6342.9623117316005,6342.9623117316005,6342.9623117316005,15541.813301402057,24740.66429107258,0.10985687074829929,0.012567958480936592,49.39626666666667,48.0,50.0,196684.62973527782,252551.6589560957,217777.5142517629,0.0,AI total weight = 25%,ai_weight_total
20,18598.433225467583,10763.351747255529,5434.204855090764,14484.687280411694,14484.687280411694,23535.169705732682,32585.652131053546,0.12374748299319725,0.01941644473009354,48.54546666666667,47.0,50.0,189982.81179237226,253460.41641273652,213070.33278911465,0.0,AI total weight = 25%,ai_weight_total
21,24761.73262721017,13351.672461849736,4525.447398449949,13427.561259421353,22329.675120392814,31231.788981364167,40133.902842335636,0.13711346938775507,0.024487047972813696,47.7268,46.0,50.0,183819.51239062965,245467.06000840594,208357.1371821644,0.0,AI total weight = 25%,ai_weight_total
22,26251.540946794226,13962.108848252958,12370.43523843099,12370.43523843099,21124.180535052932,38631.6711282967,47385.41642491857,0.14221605442176866,0.02604060202785031,47.41426666666667,45.0,49.0,182329.7040710456,241185.98713996005,206925.17804131767,0.0,AI total weight = 25%,ai_weight_total
23,29307.725656404327,14836.827961401763,11313.309217440634,19918.68594971305,28524.06268198535,37129.439414257766,45734.81614653014,0.1504663945578231,0.028149136689390654,46.90893333333333,45.0,49.0,179273.51936143552,239307.96200309318,204358.01651967998,0.0,AI total weight = 25%,ai_weight_total
24,33828.70686822421,16003.04156100817,18721.52965732025,18721.52965732025,35637.598496045204,44095.63291540768,52553.667334770216,0.16181442176870744,0.030890646098188895,46.21386666666667,44.0,48.0,174752.5381496156,240173.09161050705,200278.37274516906,0.0,AI total weight = 25%,ai_weight_total
25,45534.40290141313,18290.5931997377,25848.88193742954,34161.08817714789,42473.29441686619,59097.70689630284,67409.91313602113,0.1876451700680272,0.03592571228138293,44.63173333333334,42.0,47.0,163046.84211642665,231544.30606306694,190168.50194836658,0.0,AI total weight = 25%,ai_weight_total
26,56456.35996592234,19852.755295121864,32684.577858250545,40850.95591832466,57183.71203847295,65350.090098547065,81682.84621869528,0.2128315646258503,0.03969037615927764,43.08906666666667,40.0,46.0,152124.8850519175,224416.95378295757,180119.0366159277,0.0,AI total weight = 25%,ai_weight_total
27,59571.940136505684,20369.683604067188,31208.067539353215,47249.16730021314,55269.717180643085,71310.81694150296,87351.91670236288,0.22304326530612245,0.0414642721361292,42.4636,39.0,46.0,149009.3048813341,225601.8077425665,177217.8821323663,0.0,AI total weight = 25%,ai_weight_total
28,61687.177882244534,20571.725388742154,37606.27892124164,45481.00062202745,61230.44402359896,76979.88742517047,84854.60912595628,0.23155918367346937,0.04265101892711721,41.942,39.0,45.0,146894.06713559525,226786.6617021755,174905.67919364822,0.0,AI total weight = 25%,ai_weight_total
29,63376.67205204391,20656.617289416146,35997.60979934284,51457.85425765171,59187.9764868061,74648.22094511491,90108.46540342376,0.2394590476190476,0.04362814513451378,41.458133333333336,38.0,45.0,145204.5729657959,222897.01146848444,173454.3268593027,0.0,AI total weight = 25%,ai_weight_total
30,65047.32324625815,20630.929843156973,41992.03328722883,49579.00510473222,64752.948739739004,79926.89237474585,95100.83600975265,0.24757224489795918,0.04439604044215601,40.9612,37.0,44.0,143533.92177158166,218310.0873662376,171555.01822981628,0.0,AI total weight = 25%,ai_weight_total
31,76017.44508919604,21596.70930324028,47700.15595181275,62587.79876351752,77475.44157522236,92363.08438692713,107250.72719863197,0.27639401360544213,0.04736805416716335,39.19586666666667,35.0,43.0,132563.79992864377,211194.46531601454,161457.00383437157,0.0,AI total weight = 25%,ai_weight_total
32,81507.96004134888,21956.642107625765,53121.97779309466,67723.31978149741,82324.66176990024,96926.00375830298,111527.3457467058,0.2940919727891156,0.04910175924883881,38.111866666666664,34.0,42.0,127073.28497649093,204439.60807150803,156178.33240474068,0.0,AI total weight = 25%,ai_weight_total
33,96761.14220088493,22819.516358104207,65415.01939362491,79730.0605587257,94045.10172382646,108360.14288892725,123390.93611228562,0.33476680272108844,0.05205203786427099,35.620533333333334,31.90000000000009,40.0,111820.1028169549,196876.7047526164,140494.03861621616,0.0,AI total weight = 25%,ai_weight_total
34,113821.6682369171,23436.44326686066,84180.56707256762,98212.52179911066,112244.4765256537,126276.43125219666,147324.36334201123,0.38122122448979595,0.05453777693776945,32.7752,28.0,37.0,94759.57678092271,170104.37717545003,123440.23725605384,0.0,AI total weight = 25%,ai_weight_total
35,139320.3212093519,24074.89368838392,108999.58699514062,122750.90262715271,136502.2182591649,157129.19170718314,170880.50733919526,0.449548843537415,0.05716681942416112,28.590133333333334,24.0,33.0,69260.9238084879,155730.99890893872,96608.67566594691,0.0,AI total weight = 25%,ai_weight_total
36,160262.4430058918,23871.54538436827,132696.0505395901,146166.72707707138,159637.40361455266,173108.08015203397,193314.0949582559,0.5096783673469387,0.05786487640692086,24.9072,20.0,29.0,48318.802011948,118639.23069885842,74115.66270871437,0.0016,AI total weight = 25%,ai_weight_total
37,169445.7306137698,23151.35870694352,142079.92026296572,155269.95770591617,168459.99514886664,181650.03259181706,201435.0887562427,0.5432565986394559,0.057313160524194294,22.850533333333335,18.0,27.0,39135.51440407003,108576.85709232817,62414.26981425744,0.004666666666666667,AI total weight = 25%,ai_weight_total
38,175567.20828177014,22372.55336766687,144447.81262306988,163811.91014569928,176721.30849411883,189630.70684253838,202540.105190958,0.5705502040816326,0.056589186819231314,21.1788,17.0,26.0,33014.0367360697,102462.60846306005,54287.94549523034,0.0072,AI total weight = 25%,ai_weight_total
39,179739.583850812,21640.311103997297,152920.21630519303,165553.38152263698,178186.54674008087,197136.29456624683,209769.45978369072,0.5938100680272109,0.05593391610363198,19.754133333333332,15.0,24.0,28841.661167027818,94109.41011516252,49221.373211555794,0.008266666666666667,AI total weight = 25%,ai_weight_total
40,188656.83168209047,20560.146794900902,160867.43844605787,173225.96963703563,191763.7664235023,204122.29761448002,216480.82880545774,0.630566530612245,0.054322938681298304,17.5028,13.0,22.0,19924.413335749363,75289.6104540285,37041.264319624956,0.03306666666666667,AI total weight = 25%,ai_weight_total
41,199447.4863704404,19180.150115692806,174307.34111624619,186391.23828075783,198475.13544526938,210559.03260978093,222642.9297742925,0.6740560544217686,0.051828529115750414,14.839066666666668,11.0,19.0,9133.758647399418,64483.264510124165,22207.320065372274,0.20946666666666666,AI total weight = 25%,ai_weight_total
42,200822.84442051544,18324.680102107708,175114.07856899058,186923.34170703596,198732.6048450814,216446.49955214944,222351.13112117222,0.6935346938775511,0.05066843665847462,13.646,10.0,18.0,7758.400597324394,58845.89811936644,17559.413067180925,0.16933333333333334,AI total weight = 25%,ai_weight_total
43,201213.07190872123,17238.952387757134,181413.4965510584,187180.81110684804,204482.75477421688,216017.38388579612,221784.69844158576,0.7111521088435375,0.048801271572608856,12.566933333333333,9.0,16.0,7368.173109118585,42846.82234542951,15637.846557406227,0.12813333333333332,AI total weight = 25%,ai_weight_total
44,200743.94916641078,16281.115125590832,181659.87009303627,187292.9368430189,198559.07034298417,209825.20384294947,221091.33734291472,0.7267406802721089,0.04718817232198804,11.612133333333333,8.0,15.0,7837.295851429034,43153.31492397413,15681.510802421022,0.10253333333333334,AI total weight = 25%,ai_weight_total
45,199080.629734402,15493.83034268634,181643.1050134232,187142.0511265015,198139.94335265807,209137.83557881467,220135.72780497128,0.7395276190476191,0.04600163198347671,10.828933333333334,7.0,14.0,9500.61528343781,42348.59110254815,17918.035370201163,0.04906666666666667,AI total weight = 25%,ai_weight_total
46,201534.8496208599,14054.116268917829,181358.09866000144,192087.74961234932,202817.40056469722,213547.05151704513,218911.87699321908,0.7654846258503402,0.042770256089705506,9.239066666666666,6.0,13.0,7046.395396979903,36977.17531662143,16492.07305166684,0.21026666666666666,AI total weight = 25%,ai_weight_total
47,197748.847575445,13426.163653441357,180804.85103277102,191266.26071131023,196496.96555057983,206958.37522911903,212189.0800683886,0.7732952380952381,0.04190690903590137,8.760666666666667,6.0,12.0,10832.3974423948,43968.21351526055,20915.25938444311,0.03866666666666667,AI total weight = 25%,ai_weight_total
48,193259.80688909168,12825.652616957394,174924.6463676626,185119.53118885978,195314.41601005694,200411.85842065557,210606.7432418527,0.779133605442177,0.04107911246577171,8.403066666666666,5.0,12.0,15321.438128748128,50914.51760973706,26384.00759257833,0.0096,AI total weight = 25%,ai_weight_total
49,188359.4220171524,12290.191177614592,174124.0865018955,179090.82526094033,189024.30277902985,198957.78029711943,203924.5190561642,0.7835287074829932,0.04039998724037135,8.133866666666666,5.0,11.0,20221.823000687404,57727.4454469794,32111.660823009268,0.0021333333333333334,AI total weight = 25%,ai_weight_total
50,187559.26297591676,11126.23903717956,173062.11933302085,182734.18954800276,187570.22465549377,197242.2948704757,202078.32997796664,0.8020038095238096,0.037562358047874354,7.002266666666666,4.0,10.0,21021.982041923045,59704.33817673073,34286.57558830288,0.015466666666666667,AI total weight = 25%,ai_weight_total
51,184484.54670888113,10166.132469397124,171738.74486103855,176444.0763169757,185854.73922885003,190560.07068478718,195265.40214072433,0.8136130612244897,0.03527438492357843,6.2912,4.0,9.0,24096.69830895869,66647.96966552685,38124.80767176114,0.010133333333333333,AI total weight = 25%,ai_weight_total
52,178889.0623908251,9714.241673590976,165579.33528156526,174728.59089033198,179303.2186947153,183877.84649909864,193027.10210786536,0.8168892517006802,0.03466945745983093,6.090533333333333,3.0,9.0,29692.182627014685,73591.601154323,44377.91619109624,0.0004,AI total weight = 25%,ai_weight_total
53,173264.25758967668,9313.949744325102,159525.60268671735,168417.93595724116,172864.10259250307,181756.43586302688,186202.60249828882,0.8198367346938776,0.03420125651963486,5.91,3.0,9.0,35316.987428163164,80416.10076389954,50241.74376961036,0.0,AI total weight = 25%,ai_weight_total
