scenario_family,scenario_family_label,delta_name,delta_value,bid,weighted_acceptance,q_low_competition,ev_low_competition,q_central,ev_central,q_high_competition,ev_high_competition,weighted_ev,q_mild,ev_mild,q_high,ev_high
moderate_alt,Moderate alternative,risk_adjusted,3423.375,150,0.9823772316705417,,,0.9998766054240137,3272.971083279831,,,3215.6890707195594,0.9999999991042263,3273.374997067797,0.941463097125632,3081.7617655536155
moderate_alt,Moderate alternative,risk_adjusted,3423.375,175,0.9954147888376197,,,0.9999898700090192,3248.3420939905477,,,3233.4805146904027,0.999999999986112,3248.374999954887,0.9847328461196255,3198.7815590138384
moderate_alt,Moderate alternative,risk_adjusted,3423.375,200,0.9988442745291639,,,0.9999991684719722,3223.3723196733436,,,3219.6496634104437,0.9999999999997846,3223.3749999993056,0.9961489676440697,3210.961678579703
moderate_alt,Moderate alternative,risk_adjusted,3423.375,250,0.9999279036847561,,,0.9999999943972036,3173.374982220226,,,3173.1462113556126,1.0,3173.375,0.9997596882871811,3172.6124008183333
moderate_alt,Moderate alternative,risk_adjusted,3423.375,300,0.9999955164465748,,,0.9999999999622486,3123.3749998820886,,,3123.360996181321,1.0,3123.375,0.999985054884835,3123.3283208009216
moderate_alt,Moderate alternative,risk_adjusted,3423.375,400,0.9999999826667545,,,0.9999999999999982,3023.3749999999945,,,3023.374947595099,1.0,3023.375,0.9999999422225181,3023.3748253170056
moderate_alt,Moderate alternative,risk_adjusted,3423.375,500,0.999999999932991,,,1.0,2923.375,,,2923.3749998041076,1.0,2923.375,0.9999999997766369,2923.374999347026
prior_reused,Prior reused,risk_adjusted,3423.375,0,0.018281488384670995,0.04742587317756678,162.35654858925267,0.013576916943744367,46.47887804229087,0.0066928509242848554,22.912138532923667,62.584390298873075,,,,
prior_reused,Prior reused,risk_adjusted,3423.375,10,0.0863407803289468,0.2689414213699951,917.997924168807,0.05431326613264062,185.39154478550216,0.01798620996209156,61.39367942935427,294.71346105531876,,,,
prior_reused,Prior reused,risk_adjusted,3423.375,25,0.36324314286058457,0.8807970779778823,2993.278769873086,0.32865254651727005,1116.8845977706276,0.07585818002124355,257.79454252969356,1234.436415618839,,,,
prior_reused,Prior reused,risk_adjusted,3423.375,40,0.6826831713249872,0.9933071490757153,3360.730575504048,0.8066786301976913,2729.2963104451137,0.2689414213699951,909.9296815277072,2309.773174781679,,,,
prior_reused,Prior reused,risk_adjusted,3423.375,50,0.8226611566947996,0.9990889488055994,3370.301682677089,0.9456867338673594,3190.1559858598034,0.5,1686.6875,2775.1445794653196,,,,
prior_reused,Prior reused,risk_adjusted,3423.375,60,0.912504436201932,0.9998766054240137,3362.959977767992,0.9864230830562556,3317.7107369743335,0.7310585786300049,2458.8241468996926,3069.094608110673,,,,
prior_reused,Prior reused,risk_adjusted,3423.375,75,0.9764352407844434,0.9999938558253978,3348.3544269993663,0.9983878472514738,3342.9769080406536,0.9241418199787566,3094.373366471369,3269.471349361611,,,,
prior_reused,Prior reused,risk_adjusted,3423.375,90,0.9945093728590145,0.999999694097773,3333.373980313164,0.9998105940561749,3332.743638962002,0.9820137900379085,3273.420217367613,3315.0726807539177,,,,
prior_reused,Prior reused,risk_adjusted,3423.375,100,0.9979694375084882,0.9999999586006244,3323.37486241435,0.9999546021312976,3323.224125858101,0.9933071490757153,3301.132146559505,3316.626679379772,,,,
prior_reused,Prior reused,risk_adjusted,3423.375,125,0.9998335281294592,0.9999999997210531,3298.374999079929,0.9999987235526515,3298.370789797977,0.9994472213630764,3296.551728763437,3297.825913344005,,,,
prior_reused,Prior reused,risk_adjusted,3423.375,150,0.9999863626949115,0.9999999999981204,3273.3749999938473,0.9999999641117963,3273.374882524451,0.9999546021312976,3273.2263957515365,3273.3303599864557,,,,
prior_reused,Prior reused,risk_adjusted,3423.375,175,0.9999988815037019,0.9999999999999873,3248.374999999959,0.9999999989909794,3248.3749967223225,0.9999962733607158,3248.3628944781153,3248.3713667045877,,,,
prior_reused,Prior reused,risk_adjusted,3423.375,200,0.9999999082151472,1.0,3223.375,0.9999999999716307,3223.3749999085553,0.999999694097773,3223.374013962409,3223.374704143,,,,
prior_reused,Prior reused,risk_adjusted,3423.375,250,0.9999999993816426,1.0,3173.375,0.9999999999999776,3173.374999999929,0.9999999979388463,3173.3749934591865,3173.3749980377206,,,,
prior_reused,Prior reused,risk_adjusted,3423.375,300,0.9999999999958336,1.0,3123.375,1.0,3123.375,0.999999999986112,3123.3749999566226,3123.374999986987,,,,
prior_reused,Prior reused,risk_adjusted,3423.375,400,0.9999999999999998,1.0,3023.375,1.0,3023.375,0.9999999999999993,3023.374999999998,3023.3749999999995,,,,
prior_reused,Prior reused,risk_adjusted,3423.375,500,1.0,1.0,2923.375,1.0,2923.375,1.0,2923.375,2923.375,,,,
tough_alt,Tough alternative,risk_adjusted,3423.375,0,0.0033166687101647907,,,0.0024726231566347743,8.464716298844571,,,11.354200745660393,0.0066928509242848554,22.912138532923667,0.0024726231566347743,8.464716298844571
tough_alt,Tough alternative,risk_adjusted,3423.375,10,0.008103122395415678,,,0.004804752887159518,16.40042338620812,,,27.658995406451993,0.022977369910025615,78.43038001663368,0.003684239899435989,12.57569236673732
tough_alt,Tough alternative,risk_adjusted,3423.375,25,0.035077567082199244,,,0.012953727530695871,44.02162379712858,,,119.20672703296887,0.13296424019782926,451.86234978229805,0.0066928509242848554,22.744817259816546
tough_alt,Tough alternative,risk_adjusted,3423.375,40,0.12086112832838786,,,0.03444519566621117,116.54101388716721,,,408.9185200580593,0.5,1691.6875,0.012128434984274237,41.03504371491885
tough_alt,Tough alternative,risk_adjusted,3423.375,50,0.19334041978789773,,,0.06496916912866407,219.16537090940716,,,652.2097386019994,0.7772998611746911,2622.1239191901736,0.01798620996209156,60.674231030870615
tough_alt,Tough alternative,risk_adjusted,3423.375,60,0.25240892307986984,,,0.11920292202211755,400.9241278561396,,,848.9458616637573,0.9241418199787566,3108.23549377105,0.026596993576865856,89.4556632715912
tough_alt,Tough alternative,risk_adjusted,3423.375,75,0.34621214246763043,,,0.2689414213699951,900.5167317797574,,,1159.248082535052,0.9875683491468141,3306.749171074464,0.04742587317756678,158.79960810093516
tough_alt,Tough alternative,risk_adjusted,3423.375,90,0.4745664620155112,,,0.5,1666.6875,,,1581.907980320955,0.9980732653366725,3326.9524708416307,0.08317269649392238,277.2457871754285
tough_alt,Tough alternative,risk_adjusted,3423.375,100,0.5660285052621592,,,0.6607563687658172,2195.941197047098,,,1881.124983675628,0.9994472213630764,3321.537909297514,0.11920292202211755,396.1560109752549
tough_alt,Tough alternative,risk_adjusted,3423.375,125,0.7364777277593207,,,0.9116003227929417,3006.799714692169,,,2429.179725298149,0.9999756997592568,3298.294848693439,0.2689414213699951,887.0696607112576
tough_alt,Tough alternative,risk_adjusted,3423.375,150,0.8410066814783802,,,0.9820137900379085,3214.4993899653387,,,2752.930245984293,0.9999989322971299,3273.3715050081173,0.5,1636.6875
tough_alt,Tough alternative,risk_adjusted,3423.375,175,0.917593838555892,,,0.9965525486984363,3237.176385378283,,,2980.6888853189957,0.9999999530883621,3248.3748476134083,0.7310585786300049,2374.7524103572423
tough_alt,Tough alternative,risk_adjusted,3423.375,200,0.9639126403123576,,,0.9993470346624472,3221.270247855066,,,3107.0519069668453,0.9999999979388463,3223.374993356129,0.8807970779778823,2839.1392812269564
tough_alt,Tough alternative,risk_adjusted,3423.375,250,0.9945924827316559,,,0.9999766914421585,3173.30103320526,,,3156.2149198885686,0.999999999996021,3173.374999987373,0.9820137900379085,3116.298010961548
tough_alt,Tough alternative,risk_adjusted,3423.375,300,0.9992577972889942,,,0.9999991684719722,3123.3724028261463,,,3121.0568226075125,0.9999999999999922,3123.374999999976,0.9975273768433653,3115.652070648146
tough_alt,Tough alternative,risk_adjusted,3423.375,400,0.9999863801102735,,,0.9999999989417685,3023.3749968005695,,,3023.3338219658986,1.0,3023.375,0.9999546021312976,3023.237745218712
tough_alt,Tough alternative,risk_adjusted,3423.375,500,0.9999997505409184,,,0.9999999999986533,2923.3749999960633,,,2923.3742707375573,1.0,2923.375,0.9999991684719722,2923.372569131752
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,0,0.0027171346254245446,,,0.0024726231566347743,8.464716298844571,,,9.301770748312752,0.0024726231566347743,8.464716298844571,0.003287661385934009,11.254897797071838
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,10,0.004684692905838341,,,0.004070137715896128,13.892906325996945,,,15.990613647465947,0.0066928509242848554,22.845210023680817,0.004370179543444354,14.917061599104372
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,25,0.012159044134412713,,,0.008577485413711984,29.149511992823463,,,41.3209916102848,0.02931223075135632,99.61395217964053,0.0066928509242848554,22.744817259816546
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,40,0.035904875534199396,,,0.01798620996209156,60.85409313049153,,,121.47965826052187,0.11920292202211755,403.30818629658194,0.010237287162433682,34.63658145319906
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,50,0.0725174747328005,,,0.02931223075135632,98.88114641085663,,,244.62863632676087,0.2689414213699951,907.2402673140073,0.013576916943744367,45.800032195103654
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,60,0.12910879957741087,,,0.04742587317756678,159.51099619859866,,,434.2413087786743,0.5,1681.6875,0.01798620996209156,60.494368931249696
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,75,0.21939366372713837,,,0.09534946489910949,319.26576453155576,,,734.6122587823569,0.8175744761936437,2737.5459367248914,0.027346786796182875,91.56729723866883
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,90,0.29413968258568746,,,0.18242552380635635,608.0926804180131,,,980.477864439066,0.9525741268224334,3175.286779996729,0.04137365106007538,137.91389410237878
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,100,0.3471674485323714,,,0.2689414213699951,893.7931962455075,,,1153.7676192662698,0.9820137900379085,3263.600079467234,0.05431326613264062,180.50335083356453
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,125,0.5122881894976311,,,0.5621765008857981,1854.2689161091942,,,1689.718557034249,0.998498817743263,3293.4235379739353,0.10500058502026482,346.331304616216
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,150,0.6667589701223172,,,0.8175744761936437,2676.2278510103683,,,2182.55214382414,0.9998766054240137,3272.971083279831,0.1933213698023087,632.8133388766323
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,175,0.768550412869981,,,0.9399133498259924,3053.191027741008,,,2496.539947406525,0.9999898700090192,3248.3420939905477,0.32865254651727005,1067.586715793037
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,200,0.8410067287133487,,,0.9820137900379085,3165.398700463443,,,2710.88006416639,0.9999991684719722,3223.3723196733436,0.5,1611.6875
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,250,0.9412529968103795,,,0.998498817743263,3168.611185756027,,,2986.9487287531383,0.9999999943972036,3173.374982220226,0.8066786301976913,2559.8937981035983
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,300,0.9836443228646644,,,0.9998766054240137,3122.9895924662287,,,3072.2900869274213,0.9999999999622486,3123.3749998820886,0.9456867338673594,2953.7343023929634
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,400,0.9990132858202055,,,0.9999991684719722,3023.372485978949,,,3020.3917930166635,0.9999999999999982,3023.3749999999945,0.9967123386140659,3013.4351667573014
very_tough_alt,Very tough alternative,risk_adjusted,3423.375,500,0.9999431754154542,,,0.9999999943972036,2923.374983620925,,,2923.2088804301534,1.0,2923.375,0.9998105940561749,2922.8212953989705
