v,mean_pnl,std_pnl,p10,p25,p50,p75,p90,mean_mult,std_mult,mu,sigma
40,243865.01670006616,15457.831340706973,222660.09440094663,235018.6255919244,247377.15678290214,253556.42237839103,265914.95356936875,0.7764346938775512,0.040841869099657035,10,30
42,235252.75109948684,14245.98676021954,216446.49955214944,228255.76269019488,234160.3942592176,245969.65739726304,251874.2889662857,0.7887346938775511,0.039390694613797246,10,30
44,226013.93354905586,12976.509269094968,209825.20384294947,215458.27059293212,226724.40409289743,237990.53759286267,243623.60434284533,0.7999816326530613,0.037610308065781646,10,30
46,216359.5612729293,11804.337467109122,202817.40056469722,208182.22604087117,218911.87699321908,224276.70246939303,229641.52794556692,0.8106,0.03592360606508902,10,30
48,206038.16048135373,10689.430245459205,190216.97359945838,200411.85842065557,205509.30083125414,215704.1856524513,220801.62806304992,0.8200612244897959,0.03423703419720486,10,30
50,195494.67268350613,9608.732149572952,182734.18954800276,187570.22465549377,197242.2948704757,202078.32997796664,206914.36508545763,0.8287938775510204,0.032439230919118704,10,30
52,184518.29439171232,8620.351726887706,174728.59089033198,179303.2186947153,183877.84649909864,193027.10210786536,193027.10210786536,0.8369795918367346,0.030765439807473458,10,30
54,173416.88813859856,7689.14297606637,162177.42350131998,166496.55680414583,175134.82340979754,179453.9567126234,183773.09001544924,0.8445265306122449,0.029065328476558277,10,30
56,162017.1074357857,6777.115604651278,153761.46522743138,157826.53186538513,161891.59850333887,165956.66514129264,170021.73177924636,0.8515244897959182,0.027218935195059583,10,30
58,150400.330408167,5973.491102859835,141233.97567869042,145049.11733811567,152679.40065696617,156494.5423163914,156494.5423163914,0.8575938775510203,0.025562978798408787,10,30
60,138629.4184652537,5242.80931371785,132465.30331630175,136034.30680415116,139603.3102920006,143172.31377985002,143172.31377985002,0.8628918367346939,0.02398341359037319,10,30
62,126730.71013569363,4596.498019075134,120004.51676105458,123329.78848254221,126655.06020402984,129980.33192551744,133305.60364700507,0.8677183673469387,0.022568040119133645,10,30
64,114955.8339001278,3957.6196820147384,110949.08930521776,114036.84161802771,114036.84161802771,117124.59393083764,120212.34624364757,0.8722061224489797,0.02092596566828767,10,30
66,102965.56074664256,3370.834271394394,98607.47720063172,101458.45997666303,104309.44275269433,104309.44275269433,107160.42552872564,0.8759775510204082,0.01930352907895663,10,30
68,91270.27345772088,2885.0842115214055,86718.8790245812,89341.78317853,91964.68733247882,94587.59148642761,94587.59148642761,0.8793510204081634,0.017958496740109256,10,30
70,79418.46721439499,2454.8982435029993,77225.10638039693,77225.10638039693,79619.93191226323,82014.75744412953,82014.75744412953,0.8823000000000002,0.016736071496307882,10,30
72,67967.84875433898,2046.1264328203413,65622.48073915717,67798.90390601188,67798.90390601188,69975.3270728666,69975.3270728666,0.8849408163265307,0.015349104140552768,10,30
74,56445.78289314133,1705.5520981576713,54060.23266524146,56019.0135154107,56019.0135154107,57977.794365579946,57977.794365579946,0.8872306122448981,0.014215857041354956,10,30
76,45353.81796732768,1410.8134375555849,43010.82068209817,44761.61260082002,46512.40451954186,46512.40451954186,46512.40451954186,0.8891959183673471,0.013156154383687885,10,30
78,34296.38264136009,1142.9709515553257,32068.371190086633,33613.187588958855,35158.00398783106,35158.00398783106,35158.00398783106,0.8908938775510206,0.012079590974757828,10,30
80,23743.304271129407,911.1900565011249,23027.700270556714,23027.700270556714,24376.941845994254,24376.941845994254,24376.941845994254,0.8923326530612247,0.011025877516570371,10,30
82,13298.608393271365,719.476026429379,12595.17166047718,12595.17166047718,13751.664439423635,13751.664439423635,13751.664439423635,0.8936040816326534,0.010157043419654056,10,30
84,3489.5646215245947,556.8036006869917,2833.4777625654388,2833.4777625654388,3809.6159198414753,3809.6159198414753,3809.6159198414753,0.8946469387755104,0.00931289383973302,10,30
86,-6191.38538557204,418.7286102103793,-6772.609103355557,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,0.8955551020408165,0.00855983569772291,10,30
88,-14989.509312347061,300.98618070668186,-15485.545001619394,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,0.8963734693877552,0.007706148121282027,10,30
90,-23593.509239611187,205.1186351097804,-23987.008305657244,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,0.8970408163265309,0.006967975773542455,10,30
92,-31126.80640871156,132.55537825586515,-31419.291646898033,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,0.897583673469388,0.006304155297169376,10,30
94,-38028.720397163524,75.8865451752883,-38220.10960939881,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,0.8980306122448982,0.005692661343300917,10,30
96,-44011.95253045341,34.59207933087615,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,0.8983918367346941,0.005189878978846902,10,30
98,-48110.30763123622,9.719104187798331,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,0.8987122448979594,0.004622275078947162,10,30
100,-50000.0,0.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,0.9000000000000002,2.220446049250313e-16,10,30
0,24232.991676237143,0.0,24232.991676237143,24232.991676237143,24232.991676237143,24232.991676237143,24232.991676237143,0.1,2.7755575615628914e-17,20,3
2,22304.862022308916,7.275957614183426e-12,22304.86202230891,22304.86202230891,22304.86202230891,22304.86202230891,22304.86202230891,0.1,2.7755575615628914e-17,20,3
4,20385.42104911035,7.275957614183426e-12,20385.421049110344,20385.421049110344,20385.421049110344,20385.421049110344,20385.421049110344,0.1,2.7755575615628914e-17,20,3
6,18485.90760118378,176.76370966037922,18483.112372107367,18483.112372107367,18483.112372107367,18483.112372107367,18483.112372107367,0.10000408163265305,0.0002581128449593855,20,3
8,16609.33832525943,556.2074902837068,16580.80369510439,16580.80369510439,16580.80369510439,16580.80369510439,16580.80369510439,0.10004285714285714,0.0008353871677950383,20,3
10,15080.814088667154,2006.1616949533961,14699.220725612016,14699.220725612016,14699.220725612016,14699.220725612016,14699.220725612016,0.10058979591836735,0.0031007509402029513,20,3
12,15921.482963466593,5609.02876980865,12823.880994434861,12823.880994434861,12823.880994434861,23080.84115679156,23080.84115679156,0.10493061224489796,0.008928179349991947,20,3
14,27148.907517894037,12389.132029560331,10954.827120784415,20906.635630300225,20906.635630300225,30858.4441398161,40810.252649331844,0.12656734693877547,0.020325104039768286,20,3
16,66693.09716285355,22021.640206613392,38058.4268114733,47708.66536615537,67009.14247551943,76659.38103020142,95959.85813956542,0.19742448979591834,0.037256797428150606,20,3
18,148555.2038086009,30075.85612846774,110095.9497724004,128793.28697209677,147490.6241717932,166187.96137148963,184885.29857118597,0.3467571428571429,0.052524525875147096,20,3
20,256772.88966807234,31211.956208313743,213595.30063747248,231696.26548811432,258847.71276407718,276948.677614719,295049.642465361,0.5534,0.056304507821306665,20,3
22,345769.95547822095,24317.87883134537,317876.146090536,327505.2659168193,345012.7565100631,362520.2471033069,380027.7376965507,0.7381469387755103,0.04535505428950925,20,3
24,388464.50429975154,14833.605660918427,365500.9408511824,382417.0096899073,390875.0441092698,399333.07852863235,407791.1129479948,0.8463673469387755,0.028633285809116855,20,3
26,394041.7030302432,6974.66589368222,383838.83444143814,392005.21250151226,392005.21250151226,400171.5905615864,400171.5905615864,0.8877448979591839,0.013944014762200406,20,3
28,383184.5033993747,2686.766302206783,376219.3120550297,384094.0337558154,384094.0337558154,384094.0337558154,384094.0337558154,0.8981142857142859,0.005570428257363063,20,3
30,368136.03592067934,855.5335787197877,368231.8214398753,368231.8214398753,368231.8214398753,368231.8214398753,368231.8214398753,0.8997938775510206,0.001841036911531374,20,3
32,352440.36271660886,257.95632435396516,352449.48855535174,352449.48855535174,352449.48855535174,352449.48855535174,352449.48855535174,0.8999795918367349,0.0005768691438817366,20,3
34,336753.1211588307,135.83834057214762,336755.752150342,336755.752150342,336755.752150342,336755.752150342,336755.752150342,0.8999938775510207,0.00031610261989693415,20,3
36,321285.52206432825,0.0,321285.52206432825,321285.52206432825,321285.52206432825,321285.52206432825,321285.52206432825,0.9000000000000002,2.220446049250313e-16,20,3
38,305815.2919783146,5.820766091346741e-11,305815.29197831464,305815.29197831464,305815.29197831464,305815.29197831464,305815.29197831464,0.9000000000000002,2.220446049250313e-16,20,3
40,290632.0159513242,5.820766091346741e-11,290632.01595132425,290632.01595132425,290632.01595132425,290632.01595132425,290632.01595132425,0.9000000000000002,2.220446049250313e-16,20,3
42,275492.8152423766,5.820766091346741e-11,275492.8152423765,275492.8152423765,275492.8152423765,275492.8152423765,275492.8152423765,0.9000000000000002,2.220446049250313e-16,20,3
44,260522.8045927933,2.9103830456733704e-11,260522.80459279328,260522.80459279328,260522.80459279328,260522.80459279328,260522.80459279328,0.9000000000000002,2.220446049250313e-16,20,3
46,245736.00437408878,0.0,245736.00437408878,245736.00437408878,245736.00437408878,245736.00437408878,245736.00437408878,0.9000000000000002,2.220446049250313e-16,20,3
48,230996.5128842471,2.9103830456733704e-11,230996.51288424706,230996.51288424706,230996.51288424706,230996.51288424706,230996.51288424706,0.9000000000000002,2.220446049250313e-16,20,3
50,216586.43530043957,2.9103830456733704e-11,216586.43530043954,216586.43530043954,216586.43530043954,216586.43530043954,216586.43530043954,0.9000000000000002,2.220446049250313e-16,20,3
52,202176.35771663205,0.0,202176.35771663205,202176.35771663205,202176.35771663205,202176.35771663205,202176.35771663205,0.9000000000000002,2.220446049250313e-16,20,3
54,188092.2233182751,0.0,188092.2233182751,188092.2233182751,188092.2233182751,188092.2233182751,188092.2233182751,0.9000000000000002,2.220446049250313e-16,20,3
56,174086.79841720016,5.820766091346741e-11,174086.7984172001,174086.7984172001,174086.7984172001,174086.7984172001,174086.7984172001,0.9000000000000002,2.220446049250313e-16,20,3
58,160309.68397581668,2.9103830456733704e-11,160309.68397581665,160309.68397581665,160309.68397581665,160309.68397581665,160309.68397581665,0.9000000000000002,2.220446049250313e-16,20,3
60,146741.31726769943,0.0,146741.31726769943,146741.31726769943,146741.31726769943,146741.31726769943,146741.31726769943,0.9000000000000002,2.220446049250313e-16,20,3
62,133305.60364700507,0.0,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,0.9000000000000002,2.220446049250313e-16,20,3
64,120212.34624364763,5.820766091346741e-11,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,0.9000000000000002,2.220446049250313e-16,20,3
66,107160.42552872562,1.4551915228366852e-11,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,0.9000000000000002,2.220446049250313e-16,20,3
68,94587.59148642764,2.9103830456733704e-11,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,0.9000000000000002,2.220446049250313e-16,20,3
70,82014.75744412954,1.4551915228366852e-11,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,0.9000000000000002,2.220446049250313e-16,20,3
72,69975.3270728666,0.0,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,0.9000000000000002,2.220446049250313e-16,20,3
74,57977.79436557995,7.275957614183426e-12,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,0.9000000000000002,2.220446049250313e-16,20,3
76,46512.40451954187,1.4551915228366852e-11,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,0.9000000000000002,2.220446049250313e-16,20,3
78,35158.00398783106,0.0,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,0.9000000000000002,2.220446049250313e-16,20,3
80,24376.941845994264,1.0913936421275139e-11,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,0.9000000000000002,2.220446049250313e-16,20,3
82,13751.66443942364,3.637978807091713e-12,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,0.9000000000000002,2.220446049250313e-16,20,3
84,3809.615919841475,4.547473508864641e-13,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,0.9000000000000002,2.220446049250313e-16,20,3
86,-5973.950611038802,9.094947017729282e-13,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,0.9000000000000002,2.220446049250313e-16,20,3
88,-14847.864539755561,9.094947017729282e-12,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,0.9000000000000002,2.220446049250313e-16,20,3
90,-23506.398759341446,0.0,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,0.9000000000000002,2.220446049250313e-16,20,3
92,-31075.99911381532,0.0,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,0.9000000000000002,2.220446049250313e-16,20,3
94,-38002.46729271334,7.275957614183426e-12,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,0.9000000000000002,2.220446049250313e-16,20,3
96,-44001.233646356646,2.1827872842550278e-11,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,0.9000000000000002,2.220446049250313e-16,20,3
98,-48107.59991138153,7.275957614183426e-12,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,0.9000000000000002,2.220446049250313e-16,20,3
100,-50000.0,0.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,0.9000000000000002,2.220446049250313e-16,20,3
0,24254.20110243035,506.5584382399767,24232.991676237143,24232.991676237143,24232.991676237143,24232.991676237143,24232.991676237143,0.10002857142857144,0.0006823899007725594,20,5
2,22440.618089779375,1272.3963717306892,22304.86202230891,22304.86202230891,22304.86202230891,22304.86202230891,22304.86202230891,0.10018775510204082,0.0017597659910312874,20,5
4,20921.21211138215,2456.6313579325674,20385.421049110344,20385.421049110344,20385.421049110344,20385.421049110344,20385.421049110344,0.10076122448979592,0.003490255966812346,20,5
6,20382.47052952969,4583.05042489639,18483.112372107367,18483.112372107367,18483.112372107367,18483.112372107367,29664.02867775754,0.10277346938775511,0.0066922344299921565,20,5
8,22285.012142289044,7832.2062362473425,16580.80369510439,16580.80369510439,16580.80369510439,27451.13899226427,27451.13899226427,0.1085673469387755,0.011763460038892918,20,5
10,29495.53638788157,12229.538686901029,14699.220725612016,25262.358803262934,25262.358803262934,35825.49688091394,46388.6349585648,0.12286938775510199,0.018902142173807982,20,5
12,46669.28529017143,17932.528129661045,23080.84115679156,33337.80131914833,43594.76148150496,53851.72164386172,74365.64196857519,0.15387346938775506,0.028544126605692447,20,5
14,77093.3024989629,23788.716308177303,50762.06115884772,60713.86966836352,80617.48668739521,90569.29519691103,110472.91221594263,0.20850408163265305,0.03902679645213168,20,5
16,123498.02013516989,28567.313131186558,86309.61958488342,105610.09669424742,124910.57380361148,144211.05091297548,163511.52802233954,0.29352857142857147,0.04833094122006102,20,5
18,182479.18499030007,31795.621949126027,138141.95557194497,156839.2927716414,184885.29857118597,203582.6357708824,222279.97297057876,0.40600204081632646,0.05552792780527071,20,5
20,245153.20154426346,31345.686697508027,204544.81821215156,222645.78306279343,249797.2303387563,267898.19518939813,285999.16004004,0.5324387755102041,0.05654574964942319,20,5
22,300438.6854596644,28108.978128538933,266229.048840466,283736.5394337098,301244.0300269536,318751.5206201974,336259.0112134412,0.6536000000000001,0.05242579905444735,20,5
24,340115.2077957683,22720.684705848726,314752.7343350074,323210.76875436987,340126.8375930949,357042.90643181984,365500.9408511824,0.7530387755102043,0.04385770215500772,20,5
26,361355.7748447965,16884.7202827199,334840.56608099333,351173.3222011416,359339.70026121574,375672.45638136397,383838.83444143814,0.8223979591836735,0.033756568768568175,20,5
28,366786.37979770097,11380.867767643875,352595.14695267234,360469.86865345814,368344.59035424393,376219.3120550297,384094.0337558154,0.8641163265306122,0.023595765420358697,20,5
30,361517.3513813847,7032.901891592292,353057.8778048685,360644.8496223719,360644.8496223719,368231.8214398753,368231.8214398753,0.8855510204081634,0.0151342183400624,20,5
32,350153.42752767535,4101.325346691736,345148.81756115035,345148.81756115035,352449.48855535174,352449.48855535174,352449.48855535174,0.8948653061224492,0.00917181638190822,20,5
34,336094.49628385354,2183.6144716523872,336755.752150342,336755.752150342,336755.752150342,336755.752150342,336755.752150342,0.8984612244897963,0.005081380208466037,20,5
36,321122.1901113113,1063.0731883458902,321285.52206432825,321285.52206432825,321285.52206432825,321285.52206432825,321285.52206432825,0.8996040816326534,0.002576900559417814,20,5
38,305771.72275888873,538.2784717276254,305815.29197831464,305815.29197831464,305815.29197831464,305815.29197831464,305815.29197831464,0.8998897959183676,0.0013615227773414174,20,5
40,290622.747052931,239.14236862581222,290632.01595132425,290632.01595132425,290632.01595132425,290632.01595132425,290632.01595132425,0.8999755102040818,0.0006318493907924025,20,5
42,275487.64868975367,174.58492619397902,275492.8152423765,275492.8152423765,275492.8152423765,275492.8152423765,275492.8152423765,0.8999857142857145,0.00048273395361300703,20,5
44,260520.69219276207,109.06341341058443,260522.80459279328,260522.80459279328,260522.80459279328,260522.80459279328,260522.80459279328,0.8999938775510207,0.00031610261989693415,20,5
46,245736.00437408878,0.0,245736.00437408878,245736.00437408878,245736.00437408878,245736.00437408878,245736.00437408878,0.9000000000000002,2.220446049250313e-16,20,5
48,230996.5128842471,2.9103830456733704e-11,230996.51288424706,230996.51288424706,230996.51288424706,230996.51288424706,230996.51288424706,0.9000000000000002,2.220446049250313e-16,20,5
50,216586.43530043957,2.9103830456733704e-11,216586.43530043954,216586.43530043954,216586.43530043954,216586.43530043954,216586.43530043954,0.9000000000000002,2.220446049250313e-16,20,5
52,202176.35771663205,0.0,202176.35771663205,202176.35771663205,202176.35771663205,202176.35771663205,202176.35771663205,0.9000000000000002,2.220446049250313e-16,20,5
54,188092.2233182751,0.0,188092.2233182751,188092.2233182751,188092.2233182751,188092.2233182751,188092.2233182751,0.9000000000000002,2.220446049250313e-16,20,5
56,174086.79841720016,5.820766091346741e-11,174086.7984172001,174086.7984172001,174086.7984172001,174086.7984172001,174086.7984172001,0.9000000000000002,2.220446049250313e-16,20,5
58,160309.68397581668,2.9103830456733704e-11,160309.68397581665,160309.68397581665,160309.68397581665,160309.68397581665,160309.68397581665,0.9000000000000002,2.220446049250313e-16,20,5
60,146741.31726769943,0.0,146741.31726769943,146741.31726769943,146741.31726769943,146741.31726769943,146741.31726769943,0.9000000000000002,2.220446049250313e-16,20,5
62,133305.60364700507,0.0,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,0.9000000000000002,2.220446049250313e-16,20,5
64,120212.34624364763,5.820766091346741e-11,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,0.9000000000000002,2.220446049250313e-16,20,5
66,107160.42552872562,1.4551915228366852e-11,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,0.9000000000000002,2.220446049250313e-16,20,5
68,94587.59148642764,2.9103830456733704e-11,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,0.9000000000000002,2.220446049250313e-16,20,5
70,82014.75744412954,1.4551915228366852e-11,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,0.9000000000000002,2.220446049250313e-16,20,5
72,69975.3270728666,0.0,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,0.9000000000000002,2.220446049250313e-16,20,5
74,57977.79436557995,7.275957614183426e-12,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,0.9000000000000002,2.220446049250313e-16,20,5
76,46512.40451954187,1.4551915228366852e-11,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,0.9000000000000002,2.220446049250313e-16,20,5
78,35158.00398783106,0.0,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,0.9000000000000002,2.220446049250313e-16,20,5
80,24376.941845994264,1.0913936421275139e-11,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,0.9000000000000002,2.220446049250313e-16,20,5
82,13751.66443942364,3.637978807091713e-12,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,0.9000000000000002,2.220446049250313e-16,20,5
84,3809.615919841475,4.547473508864641e-13,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,0.9000000000000002,2.220446049250313e-16,20,5
86,-5973.950611038802,9.094947017729282e-13,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,0.9000000000000002,2.220446049250313e-16,20,5
88,-14847.864539755561,9.094947017729282e-12,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,0.9000000000000002,2.220446049250313e-16,20,5
90,-23506.398759341446,0.0,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,0.9000000000000002,2.220446049250313e-16,20,5
92,-31075.99911381532,0.0,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,0.9000000000000002,2.220446049250313e-16,20,5
94,-38002.46729271334,7.275957614183426e-12,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,0.9000000000000002,2.220446049250313e-16,20,5
96,-44001.233646356646,2.1827872842550278e-11,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,0.9000000000000002,2.220446049250313e-16,20,5
98,-48107.59991138153,7.275957614183426e-12,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,0.9000000000000002,2.220446049250313e-16,20,5
100,-50000.0,0.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,0.9000000000000002,2.220446049250313e-16,20,5
0,28618.79802119033,7240.644343231653,24232.991676237143,24232.991676237143,24232.991676237143,36352.663786643185,36352.663786643185,0.10590816326530611,0.009753943872842013,20,8
2,30552.043121139206,9800.877303199564,22304.86202230891,22304.86202230891,34109.73745452259,34109.73745452259,45914.61288673636,0.11140612244897957,0.013554935351616608,20,8
4,35169.23234375205,12772.72430866174,20385.421049110344,20385.421049110344,31876.918363250792,43368.41567739131,54859.91299153169,0.12100408163265303,0.018146832281858153,20,8
6,43689.090568657506,16290.861184659887,29664.02867775754,29664.02867775754,40844.94498340778,52025.861289057866,63206.77759470811,0.13680612244897952,0.023788143704892458,20,8
8,56874.419057851854,19927.890608990754,27451.13899226427,38321.47428942422,60062.144883744,70932.48018090388,81802.81547806383,0.1605183673469387,0.029930384589899484,20,8
10,75511.20663864851,23618.007492348817,46388.6349585648,56951.77303621579,78078.04919151771,88641.18726916864,109767.46342447051,0.19399183673469383,0.036504315241310654,20,8
12,100387.54990047413,27078.920695431396,64108.68180621842,84622.60213093189,94879.56229328859,115393.48261800199,135907.40294271545,0.23937959183673468,0.043102909700580457,20,8
14,130693.74313121515,29643.794948593048,90569.29519691103,110472.91221594263,130376.52923497432,150280.14625400593,170183.76327303762,0.2964387755102041,0.048632399350182196,20,8
16,165669.5626191303,31739.408473922696,124910.57380361148,144211.05091297548,163511.52802233954,182812.0051317035,202112.48224106757,0.3648755102040816,0.05369757660681159,20,8
18,202429.2437823761,32320.111310893713,156839.2927716414,175536.62997133777,203582.6357708824,222279.97297057876,240977.31017027516,0.44084285714285715,0.056443896911378064,20,8
20,238446.79406710062,31428.502925551777,195494.3357868306,213595.30063747248,240746.74791343528,258847.71276407718,276948.677614719,0.5203408163265306,0.056695145186457116,20,8
22,270755.8293769816,29625.908362254388,231214.06765397842,248721.55824722222,274982.7941370879,292490.28473033174,309997.77532357554,0.5982387755102041,0.055255011815178764,20,8
24,297607.24131265725,26594.28389905306,264004.52781883243,280920.5966575575,297836.66549628245,314752.7343350074,331668.80317373236,0.6709857142857143,0.0513349046197601,20,8
26,316847.99362013495,22961.815507171563,285842.2977205486,302175.0538406968,318507.80996084504,334840.56608099333,343006.94414106745,0.7334163265306122,0.04590612644097366,20,8
28,328614.6506933545,19183.39817230307,305346.8167479577,313221.5384487435,328970.98185031506,344720.4252518866,352595.14695267234,0.7849755102040817,0.03977262300910734,20,8
30,332957.14434587036,15539.29093892117,315123.0187173514,322709.9905348549,330296.96235235827,345470.90598736505,353057.8778048685,0.8240918367346939,0.033439258153243084,20,8
32,331296.7069335275,12061.23681796667,315946.13358434476,323246.80457854614,330547.4755727475,337848.14656694897,345148.81756115035,0.8526959183673469,0.02697261009110966,20,8
34,324704.0570345823,9051.249658313505,315707.8200605274,322723.797423799,322723.797423799,329739.77478707046,336755.752150342,0.8719551020408163,0.021062711148289653,20,8
36,314748.03435723187,6506.706675584111,307814.84552684694,314550.1837955876,314550.1837955876,321285.52206432825,321285.52206432825,0.8841530612244899,0.015772325232253692,20,8
38,302465.3031068997,4592.095462858788,299360.59280410485,299360.59280410485,305815.29197831464,305815.29197831464,305815.29197831464,0.8915265306122451,0.011615256594493929,20,8
40,289013.04836530617,3174.0981321530026,284452.7503558354,290632.01595132425,290632.01595132425,290632.01595132425,290632.01595132425,0.895722448979592,0.008386435170985007,20,8
42,274769.4978751713,2077.085818898149,269588.1836733538,275492.8152423765,275492.8152423765,275492.8152423765,275492.8152423765,0.8980000000000002,0.005743221200186264,20,8
44,260207.3528547943,1352.1003077938856,260522.80459279328,260522.80459279328,260522.80459279328,260522.80459279328,260522.80459279328,0.8990857142857145,0.003918843508483291,20,8
46,245609.93097539866,834.5321861919954,245736.00437408878,245736.00437408878,245736.00437408878,245736.00437408878,245736.00437408878,0.8996163265306125,0.0025396940394945304,20,8
48,230948.72436164774,497.80666802278387,230996.51288424706,230996.51288424706,230996.51288424706,230996.51288424706,230996.51288424706,0.8998469387755105,0.0015944183670530646,20,8
50,216566.48665562118,309.9587041180811,216586.43530043954,216586.43530043954,216586.43530043954,216586.43530043954,216586.43530043954,0.8999326530612247,0.0010464254619402735,20,8
52,202166.63663254774,210.65574301471037,202176.35771663205,202176.35771663205,202176.35771663205,202176.35771663205,202176.35771663205,0.8999653061224492,0.0007518157944301807,20,8
54,188087.90418497229,136.51467897296527,188092.2233182751,188092.2233182751,188092.2233182751,188092.2233182751,188092.2233182751,0.8999836734693879,0.0005160320205478883,20,8
56,174083.74961722168,111.2846795248327,174086.7984172001,174086.7984172001,174086.7984172001,174086.7984172001,174086.7984172001,0.8999877551020411,0.00044695275348564077,20,8
58,160308.25329769438,73.86604677161347,160309.68397581665,160309.68397581665,160309.68397581665,160309.68397581665,160309.68397581665,0.8999938775510207,0.00031610261989693415,20,8
60,146741.31726769943,0.0,146741.31726769943,146741.31726769943,146741.31726769943,146741.31726769943,146741.31726769943,0.9000000000000002,2.220446049250313e-16,20,8
62,133305.60364700507,0.0,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,0.9000000000000002,2.220446049250313e-16,20,8
64,120212.34624364763,5.820766091346741e-11,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,0.9000000000000002,2.220446049250313e-16,20,8
66,107160.42552872562,1.4551915228366852e-11,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,0.9000000000000002,2.220446049250313e-16,20,8
68,94587.59148642764,2.9103830456733704e-11,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,0.9000000000000002,2.220446049250313e-16,20,8
70,82014.75744412954,1.4551915228366852e-11,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,0.9000000000000002,2.220446049250313e-16,20,8
72,69975.3270728666,0.0,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,0.9000000000000002,2.220446049250313e-16,20,8
